Name,Shop Code,Latitude,Longitude,Full Address,Pincode
Gamysticafe,AMD-BPL-114,23.0126725,72.4521561,", A - 104/105, Sun South Street, opp. Bopal Fire Station, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Angat 22 The Restaurant & Banquet,AMD-BPL-115,23.0126725,72.4521561,", 1st Floor, Gala Gymkhana Rd, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
Chai Hai Na - South Bopal,AMD-BPL-116,23.0126725,72.4521561,", Arohi Galleria, D-01, Aaryan Gloria, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
CWN CAFE churros waffle nation southbopal,AMD-BPL-117,23.0126725,72.4521561,", 301 3, floor, BLOCK-A, CELEBRATION CITY CENTER, opp. kunafa bites, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
Busy Beans,AMD-BPL-118,23.0084883,72.4705748,", Opp. R. H. Kapadia Sports Academy YMCA to South Bopal link road, Mumatpura, Ahmedabad, Gujarat 380058",380058
Gwalia Purani Delhi,AMD-BPL-119,23.0084883,72.4705748,", Block Sun South Street, New Fire Station, 401-A, opp. South Bopal, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Anna tea stall and cafe,AMD-BPL-120,23.0128028,72.4525505,", B-35, CELEBRATION CITY CENTER, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
SHAMBHU'S COFFEE BAR,AMD-BPL-121,23.0128028,72.4525505,", SHOP NO. 21, Bethos 1008, Derasar Street, nr. Chidanand Plots, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
K-AKIES Cakes Coffee and Beyond,AMD-BPL-122,23.0128028,72.4525505,", Aarohi galleria, B-FF- 109, Aaryan Gloria, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
Atul Bakery - Manan Retails,AMD-BPL-123,23.0128028,72.4525505,", Marigold, 21, Safal Parisar Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Kaaffeella Cafe,AMD-BPL-124,23.0307976,72.4529909,", Kaaffeella Cafe, East court, TRP Mall, Bopal, Ahmedabad, Gujarat 380058",380058
Alcove,AMD-BPL-125,23.0142959,72.4523893,", Shop 11, AAROHI ELYSIUM, behind Safal Parisar 1, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Shambhu's Coffee Bar,AMD-BPL-126,23.0314845,72.4521859,", Ground Floor, Of 5th Floor, TRP Mall, The Retail park, R-11, Ghuma BRTS Road, Rajyash City, Bopal, Ahmedabad, Gujarat 380058",380058
Esencia Restaurant and Banquet,AMD-BPL-127,23.0314845,72.4521859,", 6th Floor, TRP Mall Central, Bopal, Ahmedabad, Gujarat 380058",380058
Pot Story,AMD-BPL-128,23.0314845,72.4521859,", 6th Floor, TRP Mall Central, Bopal, Ahmedabad, Gujarat 380058",380058
Radha Krishan Fun Food,AMD-BPL-129,23.0314845,72.4521859,", Shop no.4, Gala Hub, Gala Gymkhana Rd, Aaryan Gloria, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
William John's Pizza TRP Mall Bopal,AMD-BPL-130,23.0314845,72.4521859,", Block-A, The Retail Park (TRP, R 12 5th floor, Centre, Central, near Rajyash City Road, Bopal, Ahmedabad, Gujarat 380058",380058
Thakkars' Cafe and Restaurante,AMD-BPL-131,23.0314845,72.4521859,", 22, Green Plaza, Ambli - Bopal Rd, nr. D Mart, Bopal, Ahmedabad, Gujarat 380058",380058
TGB Bopal Café And Bakery,AMD-BPL-132,23.0314845,72.4521859,", Shiv Complex, 4, S Bopal Rd, opposite Bhavya Park, BRTS, Bopal, Ahmedabad, Gujarat 380058",380058
"B.N Maggi, Pasta, Frankies & Coffee",AMD-BPL-133,23.0314845,72.4521859,", trp mall, Bopal rod, ke pass, Ahmedabad, Gujarat 380058",380058
Captain Egg - Bopal | Eggs Restaurant in South Bopal,AMD-BPL-134,23.0164675,72.4509157,", Shop No 24, Gala Magnus, Safal Parisar Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
The Fusion Pizza | Big Burger Co. South Bopal,AMD-BPL-135,23.0164675,72.4509157,", Shop No 24, Gala Magnus, Safal Parisar Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Welcome chula Dhosa - South Bopal,AMD-BPL-136,23.0164675,72.4509157,", Flora exora, GF8, SOBO Centre Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
HOTEL MURLIDHAR,AMD-BPL-137,23.0164675,72.4509157,", 2F97+3RH, Aarohi Club Rd, Bopal, Ahmedabad, Gujarat 380058",380058
TGB CAFE N BAKERY,AMD-BPL-138,23.0164675,72.4509157,", Gala Magnus, 20, Safal Parisar Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Dharti Soda Pub South Bopal,AMD-BPL-139,23.0164675,72.4509157,", Shop No.23, Shanvi Nirman, beside Mary Gold Circle, opposite Shaipram Residency, Bopal, Ahmedabad, Gujarat 380058",380058
"AJAY’S CAFÉ BOPAL ROAD, AHMEDABAD",AMD-BPL-140,23.0322407,72.4413302,", SHOP NO 4&5, Poojan Complex, Bopal - Ghuma Rd, opposite LITTLE WINGS BRTS BUS STAND, near KABIR ENCLAVE, Bopal, Ahmedabad, Gujarat 380058",380058
Honest South Bopal,AMD-BPL-141,23.0322407,72.4413302,", Gymkhana Club, Basant Bahar Rd, near Basant Bahar, Bunglows 1, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
Munchies Cafe,AMD-BPL-142,23.0179159,72.4537247,", Munchies Cafe, Gamara Capital, SOBO Centre Rd, behind Auda Garden, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057
Shreeji Cafe,AMD-BPL-143,23.0324628,72.4511684,", BRTS Bus Stop, 4 Shubham Complex, opp. Starling City, Bopal, Ahmedabad, Gujarat 380058",380058
POPTOS SOUTH BOPAL,AMD-BPL-144,23.0324628,72.4511684,", Sun south trade police station, Gala Gymkhana Rd, opp. Bhopal, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
Iscon Gathiya Bopal,AMD-BPL-145,23.0324628,72.4511684,", Sun south trade police station, Gala Gymkhana Rd, opp. Bhopal, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058
